Builders yard at Loppingdales from the... &copy; Thomas Nugent cc-by-sa/2.0,LPL Construction Services by the flight path at Stansted.,https://www.geograph.org.uk/photo/2467886
Images tagged with 'Pledgdon' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/place:Pledgdon
115 images tagged with 'stansted airport' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/stansted+airport?exclude=Quarrying%2C%20Mining
115 images tagged with 'stansted airport' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/stansted+airport?exclude=Pledgdon
4 images tagged with 'new office development' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/new+office+development?exclude=new%20mixed%20development
Pledgdon Wood from the air &copy; Thomas Nugent,Viewed on final approach to Stansted from the northeast.,https://www.geograph.org.uk/photo/2467891
114 images tagged with 'stansted airport' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/stansted+airport?exclude=opencast%20mine
4 images tagged with 'new office development' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/new+office+development?exclude=New%20Development
4 images tagged with 'new office development' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/new+office+development?exclude=Essex
Images tagged with 'new office development' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/new+office+development?exclude=Geograph
"3 Images titled: Hall Road, near Elsenham in TL5525 :: Geograph Britain and Ireland",Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/stuff/list.php?title=Hall+Road%2C+near+Elsenham&gridref=TL5525
Construction on the site of the former... &copy; Stephen Craven cc-by-sa/2.0,Since my previous photo from the other direction taken nine months earlier [[6124475]] construction has advanced but is not yet complete.,https://www.geograph.org.uk/photo/6367200
Images tagged with 'LPL Construction Services' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/LPL+Construction+Services?exclude=Stansted%20Airport
4 images tagged with 'new office development' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/new+office+development?exclude=Google
7 images tagged with 'Google' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/Google
"Brick End, near Great Dunmow &copy; Malc McDonald","A junction of minor roads in the hamlet of Brick End in north Essex.

A traditional wooden signpost stands at the roadside.  A small blue sign attached to the signpost indicates a route signposted for cycling, towards National Cycle Network route 16.  This location is not on the National Cycle Network, however.",https://www.geograph.org.uk/photo/7329797
"Brick End, near Great Dunmow &copy; Malc McDonald",A lane in the small hamlet of Brick End in north Essex.,https://www.geograph.org.uk/photo/7329803
"Brick End, near Great Dunmow &copy; Malc McDonald cc-by-sa/2.0","Houses in the hamlet of Brick End, in north Essex.",https://www.geograph.org.uk/photo/7329836
Images tagged with 'LPL Construction Services' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/LPL+Construction+Services?exclude=Industry
Images tagged with 'LPL Construction Services' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/LPL+Construction+Services?exclude=Flat%20landscapes
Images tagged with 'LPL Construction Services' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/LPL+Construction+Services?exclude=Construction%2C%20Development
Images tagged with 'LPL Construction Services' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/LPL+Construction+Services?exclude=Farm%2C%20Fishery%2C%20Market%20Gardening
Images tagged with 'LPL Construction Services' :: Geograph Britain and Ireland,Geograph Britain and Ireland is a web-based project to collect and reference geographically representative images of every square kilometre of the British Isles.,https://www.geograph.org.uk/tagged/LPL+Construction+Services?exclude=Village%2C%20Rural%20settlement
