University at Buffalo,"UB is a premier, research-intensive public university dedicated to academic excellence. Our thinking, research, creative activity and people positively impact the world.",https://www.buffalo.edu/
Information for Students," By the water, in the labs or interacting with business clients, you'll discover more about yourself. UB offers many opportunities for research collaboration and entrepreneurial enterprise. ",https://www.buffalo.edu/research/information-for-students.html
Innovation Hub," UB nurtures entrepreneurship and helps students succeed. If you&rsquo;re curious about starting a business, our programs and events will introduce entrepreneurship as a viable career path. If you have an idea, we have resources and mentors to develop your concept and take the next steps. If you've formed a company, we'll provide insight and guidance to grow and scale. ",https://www.buffalo.edu/innovate.html
"Clubs, Activities and Events"," Your college experience shouldn't just be filled with academics. Make friends, pursue your passions, and gain experience with extra-curricular activities. ",https://www.buffalo.edu/studentlife/life-on-campus/clubs-and-activities.html
Student Guide,"The Student Life Guide is your one-stop online source for information about opportunities, events and student services at the University at Buffalo (UB).",https://www.buffalo.edu/studentlife.html
We are True Blue," True Blue isn&rsquo;t just a color; it&rsquo;s a spirit. It&rsquo;s an invitation to you, and to the entire UB community, to show our pride and celebrate our common connection. It highlights the ways that students, faculty, staff and alumni personify UB every day&mdash;in the classroom and in the community, on the field and in the stands, here on campus and in places around the world. 🤘 ",https://www.buffalo.edu/trueblue.html
Share Your Pride," The way you show your blue is uniquely your own&mdash;whether that&rsquo;s putting your horns up 🤘, proudly waving your UB flag 💙or simply sharing your favorite space on campus 📸.&nbsp;Fill out this form&nbsp;to share your True Blue pride and receive a commemorative pin.&nbsp; ",https://www.buffalo.edu/trueblue/share-your-pride.html
Driven to Discover Podcast, Driven to Discover is a podcast that explores innovative University at Buffalo research through candid conversations with the researchers about their inspirations and goals. ,https://www.buffalo.edu/ubnow/Driven-to-discover.html
Research Services," Whether your investigations are global in nature or targeted locally, our offices and units are dedicated to launching and supporting your research endeavors. ",https://www.buffalo.edu/research/research-services.html
Participate in Research,"Search and volunteer to participate in these available studies at UB. Your participation in research doesn't just benefit you, it helps advance healthcare for our entire community.",https://www.research.buffalo.edu/portal/clinicaltrial/
Academic Programs," Choose from over 300 graduate and professional programs that offer opportunities to learn across disciplines, in the classroom, online, hands-on here, or anywhere around the world. Explore our list of academic programs to see what we offer. ",https://www.buffalo.edu/grad/explore/about/programs.html
Class Schedules | UB Office of the Registrar,Class schedule links to current and future class schedules.,https://registrar.buffalo.edu/schedules/index.php
"Centers, Facilities & Equipment","When you work with UB, our resources are vast and accessible. Our collaborator community can leverage research & discovery experts, business minds, student talent, high-tech shared equipment, wet labs and startup facilities—all within your reach.",https://www.buffalo.edu/partnerships/about/centers-facilities-equipment.html
Find Your Home," When you live on campus at UB, you&rsquo;re part of a community. You&rsquo;ll enjoy the support, safety and convenience that you simply won&rsquo;t find anywhere else.&nbsp; ",https://www.buffalo.edu/campusliving/find-your-home.html
